"uniqueID","docDate","caseName","Appeal_Dockets","Full_Cite","PrecedentialStatus","enBanc","url","DispGeneral","Orig_Trib_Dockets"
16426,"2018-11-19","PALO ALTO NETWORKS, INC. v. FINJAN, INC. [OPINION]","2017-02314;2017-02315","752 F. App'x 1017","Nonprecedential","No","","Affirmed-in-part","IPR2016-01979; IPR2016-00151; IPR2016-00919; IPR2016-01071"
16427,"2018-11-20","GOOGLE LLC v. CONVERSANT WIRELESS LICENSING [OPINION - NONPRECEDENTIAL]","2017-02456","753 F. App'x 890","Nonprecedential","No","","Vacated","IPR2015-01715"
16429,"2018-11-29","VICTAULIC COMPANY v. IANCU [OPINION - NONPRECEDENTIAL]","2017-02424;2017-02426","753 F. App'x 895","Nonprecedential","No","","Affirmed","IPR2016-00278; IPR2016-00279"
16430,"2018-12-06","PARTHENON UNIFIED MEMORY ARCH. v. HTC CORP. [RULE 36 JUDGMENT]","2017-02635","745 F. App'x 160","Nonprecedential","No","","Affirmed","IPR2016-00847; IPR2016-00923"
16431,"2018-12-06","BLAST MOTION, INC. v. IANCU [RULE 36 JUDGMENT]","2018-01067;2018-01069","745 F. App'x 160","Nonprecedential","No","","Affirmed","IPR2016-00676; IPR2016-00677"
16432,"2018-12-07","ADVANCED MARKETING SYSTEMS v. WALGREEN CO. [RULE 36 JUDGMENT]","2017-02288;2017-02337;2017-02338;2017-02339","745 F. App'x 164","Nonprecedential","No","","Affirmed","CBM2016-00012; CBM2016-00013; CBM2016-00014; CBM2016-00015"
16433,"2018-12-07","IN RE: DOWNING [OPINION - NONPRECEDENTIAL]","2018-01795","754 F. App'x 988","Nonprecedential","No","","Affirmed","12/454,528"
16434,"2018-12-10","UNISONE STRATEGIC IP, INC. v. LIFE TECHNOLOGIES CORPORATION [RULE 36 JUDGMENT]","2017-02471","745 F. App'x 166","Nonprecedential","No","","Affirmed","CBM2016-00025"
16435,"2018-12-10","UVA PATENT FOUNDATION v. GENERAL ELECTRIC COMPANY [RULE 36 JUDGMENT]","2017-02467;2018-01211","745 F. App'x 167","Nonprecedential","No","","Affirmed","IPR2016-00357; IPR2016-00358"
16436,"2018-12-10","VIRNETX INC. v. APPLE, INC. [OPINION - PRECEDENTIAL]","2017-02490;2017-02494","909 F.3d 1375","Precedential","No","","Affirmed","IPR2016-00311"
16437,"2018-12-12","IN RE: TROPP [OPINION - NONPRECEDENTIAL]","2017-02503","748 F. App'x 1022","Nonprecedential","No","","Vacated","13/412,233"
16439,"2018-12-17","CHART TRADING DEVELOPMENT, LLC v. INTERACTIVE BROKERS LLC [RULE 36 JUDGMENT]","2018-01102;2018-01104","745 F. App'x 378","Nonprecedential","No","","Affirmed","CBM2016-00038; CBM2016-00039"
16440,"2018-12-20","VIVINT, INC. v. ALARM.COM INC. [OPINION - NONPRECEDENTIAL]","2017-02218;2017-02219;2017-02220;2017-02260;2017-02261;2017-02262","754 F. App'x 999","Nonprecedential","No","","Affirmed-in-part","IPR2016-00116; IPR2016-00161; IPR2016-00173"
25948,"2018-12-28","IN RE: MARCO GULDENAAR HOLDING B.V. [OPINION - PRECEDENTIAL]","2017-02465","911 F.3d 1157","Precedential","No","","Affirmed","13/078,196"
25949,"2019-01-09","IMPERIUM (IP) HOLDINGS V. SAMSUNG ELECTRONICS CO., LTD. [RULE 36 JUDGMENT]","2017-01571","747 F. App'x 862","Nonprecedential","No","","Affirmed","IPR2015-01233"
25950,"2019-01-09","IMPERIUM (IP) HOLDINGS V. SAMSUNG ELECTRONICS CO., LTD. [RULE 36 JUDGMENT]","2017-01570","747 F. App'x 859","Nonprecedential","No","","Affirmed","IPR2015-01232"
25951,"2019-01-09","AC TECHNOLOGIES S.A. V. AMAZON.COM, INC. [OPINION - NONPRECEDENTIAL]","2017-01999","747 F. App'x 862","Nonprecedential","No","","Affirmed","IPR2015-01804"
25952,"2019-01-09","AC TECHNOLOGIES S.A. V. AMAZON.COM, INC. [OPINION - PRECEDENTIAL]","2018-01433","912 F.3d 1358","Precedential","No","","Affirmed","IPR2015-01802"
25953,"2019-01-09","TRANSPORT TECHNOLOGIES, LLC V. LA COUNTY METRO [RULE 36 JUDGMENT]","2018-01412","748 F. App'x 325","Nonprecedential","No","","Affirmed","IPR2016-01077"
25954,"2019-01-10","REALTIME DATA, LLC V. IANCU [OPINION - PRECEDENTIAL]","2018-01154","912 F.3d 1368","Precedential","No","","Affirmed","IPR2016-00783"
25955,"2019-01-11","AMERIGEN PHARMACEUTICALS V. UCB PHARMA GMBH [OPINION - PRECEDENTIAL]","2017-02596","913 F.3d 1076","Precedential","No","","Affirmed","IPR2016-01665"
25958,"2019-01-14","ACCELERATION BAY, LLC V. ACTIVISION BLIZZARD INC. [RULE 36 JUDGMENT]","2018-01123","748 F. App'x 327","Nonprecedential","No","","Affirmed","IPR2016-00724"
25962,"2019-01-15","EVENTURE GLOBAL TECHNOLOGY V. MOHAWK ENERGY LTD. [RULE 36 JUDGMENT]","2018-01356","748 F. App'x 334","Nonprecedential","No","","Affirmed","IPR2016-00954"
25963,"2019-01-15","LINCOLN GLOBAL, INC. V. SEABERY NORTH AMERICA INC. [RULE 36 JUDGMENT]","2018-01255","748 F. App'x 333","Nonprecedential","No","","Affirmed","IPR2016-00840"
25964,"2019-01-15","VALEO NORTH AMERICA, INC. V. SCHAEFFLER TECHNOLOGIES [RULE 36 JUDGMENT]","2018-01196;2018-01228","748 F. App'x 333","Nonprecedential","No","","Affirmed","IPR2016-00502"
25967,"2019-01-16","ICN ACQUISITION, LLC V. SECURENET TECHNOLOGIES, LLC [ORDER - NONPRECEDENTIAL]","2018-01369","","Nonprecedential","No","","",""
25972,"2019-01-22","IN RE: HANSEN [RULE 36 JUDGMENT]","2018-01595","748 F. App'x 1026","Nonprecedential","No","","Affirmed","12/716,579"
25981,"2019-01-25","UNITED TECHNOLOGIES CORP. V. GENERAL ELECTRIC COMPANY [OPINION - NONPRECEDENTIAL]","2018-01600","757 F. App'x 971","Nonprecedential","No","","Vacated","IPR2016-01289"
25982,"2019-01-25","LG ELECTRONICS, INC. V. CONVERSANT WIRELESS LICENSING [OPINION - NONPRECEDENTIAL]","2017-02028;2017-02029;2018-01185;2018-01186","759 F. App'x 917","Nonprecedential","No","","Affirmed","IPR2015-1984; IPR2015-1985; IPR2015-01898; IPR2015-01899"
25983,"2019-01-28","POLYGROUP LIMITED MCO V. WILLIS ELECTRIC COMPANY, LTD. [OPINION - NONPRECEDENTIAL]","2018-01748;2018-01749;2018-01750","758 F. App'x 943","Nonprecedential","No","","Affirmed-in-part","IPR2016-01615; IPR2016-01616; IPR2016-01617"
25984,"2019-01-28","POLYGROUP LIMITED MCO V. WILLIS ELECTRIC COMPANY, LTD. [OPINION - NONPRECEDENTIAL]","2018-01745;2018-01746;2018-01747","759 F. App'x 934","Nonprecedential","No","","Affirmed-in-part","IPR2016-00800; IPR2016-00801; IPR2016-01609; IPR2016-01610; IPR2016-01611; IPR2016-01612; IPR2016-01613"
25986,"2019-01-29","IN RE: IKEDA FOOD RESEARCH CO., LTD. [OPINION - NONPRECEDENTIAL]","2017-02624","758 F. App'x 952","Nonprecedential","No","","Affirmed","12/851,668"
25988,"2019-01-30","IN RE: KARPF [OPINION - NONPRECEDENTIAL]","2018-02090","758 F. App'x 960","Nonprecedential","No","","Affirmed","11/645,067"
25989,"2019-01-31","DUNCAN PARKING TECHNOLOGIES V. IPS GROUP, INC. [OPINION - PRECEDENTIAL]","2018-01205;2018-01360","914 F.3d 1347","Precedential","No","","Affirmed-in-part","IPR2016-00067; 3:15-CV-01526"
25991,"2019-02-01","MYLAN PHARMACEUTICALS INC. V. RESEARCH CORPORATION TECH. [OPINION - PRECPEDENTIAL]","2017-02088;2017-02089;2017-02091","914 F.3d 1366","Precedential","No","","Affirmed","IPR2016-00204; IPR2016-01101; IPR2016-01242; IPR2016-01245"
25994,"2019-02-05","SANOFI MATURE IP V. MYLAN LABORATORIES LIMITED [OPINION - NONPRECEDENTIAL]","2018-01203","757 F. App'x 988","Nonprecedential","No","","Vacated","IPR2016-00712"
25999,"2019-02-07","ABS GLOBAL, INC. V. INGURAN LLC [RULE 36 JUDGMENT]","2018-01240","750 F. App'x 1007","Nonprecedential","No","","Affirmed","IPR2016-00927"
26000,"2019-02-07","SMART MODULAR TECHNOLOGIES V. IANCU [RULE 36 JUDGMENT]","2018-01557","750 F. App'x 1007","Nonprecedential","No","","Affirmed","95/002,399"
26001,"2019-02-07","MOMENTA PHARMACEUTICALS, INC. V. BRISTOL-MYERS SQUIBB COMPANY [OPINION - PRECEDENTIAL]","2017-01694","915 F.3d 764","Precedential","No","","Dismissed","IPR2015-01537"
26002,"2019-02-08","SONY CORPORATION V. FUJIFILM CORPORATION [RULE 36 JUDGMENT - NONPRECEDENTIAL]","2018-01421","753 F. App'x 904","Nonprecedential","No","","Affirmed","IPR2015-01183"
26010,"2019-02-11","LA COUNTY METRO V. TRANSPORT TECHNOLOGIES, LLC [ORDER - NONPRECEDENTIAL]","2018-01894","","Nonprecedential","No","","",""
26012,"2019-02-12","MTD PRODUCTS INC. V. IANCU [RULE 36 JUDGMENT]","2017-02294","753 F. App'x 908","Nonprecedential","No","","Affirmed","IPR2016-00219"
26013,"2019-02-12","NXP USA, INC. V. NFC TECHNOLOGY, LLC [RULE 36 JUDGMENT]","2018-01138","753 F. App'x 909","Nonprecedential","No","","Affirmed","IPR2016-00692"
26015,"2019-02-13","SONY CORPORATION V. IANCU [RULE 36 JUDGMENT]","2018-01173","753 F. App'x 911","Nonprecedential","No","","Affirmed","IPR2016-00835"
26016,"2019-02-13","IBG LLC V. TRADING TECHNOLOGIES INT'L [OPINION - NONPRECEDENTIAL]","2017-01732;2017-01766;2017-01769;2017-02052;2017-02053;2017-02054;2017-02565","757 F. App'x 1004","Nonprecedential","No","","Vacated","CBM2015-00161; CBM2016-00035; CBM2015-00182; CBM2015-00181; CBM2016-00031"
26020,"2019-02-19","IN RE: HOUSTON [RULE 36 JUDGMENT]","2018-01773","753 F. App'x 914","Nonprecedential","No","","Affirmed","90/013,530"
26022,"2019-02-20","DR. FALK PHARMA GMBH V. GENERICO, LLC [ORDER - NONPRECEDENTIAL]","2017-02312;2017-02636;2018-01320;2018-02097","","Nonprecedential","No","","",""
26023,"2019-02-20","DR. FALK PHARMA GMBH V. GENERICO, LLC [ORDER - PRECEDENTIAL]","2017-02312;2017-02636;2018-01320;2018-02097","","Precedential","No","","",""
26024,"2019-02-20","JERRY HARVEY AUDIO HOLDING V. 1964 EARS, LLC [RULE 36 JUDGMENT]","2018-01299","753 F. App'x 915","Nonprecedential","No","","Affirmed","IPR2016-00494"
26025,"2019-02-22","INTEGRATED CLAIMS SYSTEMS, LLC V. TRAVELERS INDEMNITY COMPANY [OPINION - NONPRECEDENTIAL]","2018-01142;2018-01143","758 F. App'x 965","Nonprecedential","No","","Affirmed","IPR2016-00659; IPR2016-00660"
26082,"2019-04-15","IN RE: COBLER [RULE 36 JUDGMENT]","2018-01995","763 F. App'x 921","Nonprecedential","No","","Affirmed","13/668,369"
26084,"2019-04-11","ATI TECHNOLOGIES ULC V. IANCU [OPINION - PRECEDENTIAL]","2016-02222;2016-02406;2016-02608","920 F.3d 1362","Precedential","No","","Reversed","IPR2015-00325; IPR2015-00326; IPR2015-00330"
26086,"2019-04-08","IN RE: YU [RULE 36 JUDGMENT]","2018-02000","763 F. App'x 916","Nonprecedential","No","","Affirmed","14/318,690"
26087,"2019-04-08","IN RE: BRANDED LLC [RULE 36 JUDGMENT]","2018-01828"," 763 F. App'x 916","Nonprecedential","No","","Affirmed","86529647"
26088,"2019-04-08","WUHAN KEDA MARBLE CO., LTD. V. TENAX S.P.A. [RULE 36 JUDGMENT]","2018-01900","763 F. App'x 917","Nonprecedential","No","","Affirmed","91213895; 91224663"
26090,"2019-04-05","IN RE: BARONOV [RULE 36 JUDGMENT]","2018-01730","761 F. App'x 1010","Nonprecedential","No","","Affirmed","13/826,441"
26091,"2019-04-05","BASF CORPORATION V. JOHNSON MATTHEY INC. [RULE 36 JUDGMENT]","2018-01908;2018-01911","761 F. App'x 1009","Nonprecedential","No","","Affirmed","95/001,744; 95/001,745; 95/001,894"
26092,"2019-04-04","INNOVATIVE MEMORY SYSTEMS V. MICRON TECHNOLOGY, INC. [RULE 36 JUDGMENT]","2017-02425","760 F. App'x 1024","Nonprecedential","No","","Affirmed","IPR2016-00322"
26093,"2019-04-04","INNOVATIVE MEMORY SYSTEMS V. MICRON TECHNOLOGY, INC. [RULE 36 JUDGMENT]","2017-02398","760 F. App'x 1024","Nonprecedential","No","","Affirmed","IPR2016-00323"
26094,"2019-04-04","PURDUE PHARMA L.P. V. IANCU [RULE 36 JUDGMENT]","2018-01285;2018-01286","760 F. App'x 1023","Nonprecedential","No","","Affirmed","IPR2016-01027; IPR2016-01028"
26096,"2019-04-03","SIONYXX LLC V. HAMAMATSU CORPORATION [RULE 36 JUDGMENT]","2018-02019","760 F. App'x 1022","Nonprecedential","No","","Affirmed","IPR2016-01910"
26097,"2019-04-03","QFO LABS, INC. V. PARROT S.A. [RULE 36 JUDGMENT]","2018-01663;2018-01664","760 F. App'x 1021","Nonprecedential","No","","Affirmed","IPR2016-01550; IPR2016-01559"
26098,"2019-04-03","DEXCOM, INC. V. WAVEFORM TECHNOLOGIES, INC. [RULE 36 JUDGMENT]","2018-01752;2018-01753","760 F. App'x 1023","Nonprecedential","No","","Affirmed","IPR2016-01679; IPR2016-01680"
26099,"2019-04-01","IBM V. IANCU [OPINION - NONPRECEDENTIAL]","2018-01065;2018-01066","759 F. App'x 1002","Nonprecedential","No","","Vacated","IPR2016-00608; IPR2016-00609"
26102,"2019-03-28","POLYGROUP LIMITED MCO V. WILLIS ELECTRIC COMPANY, LTD. [OPINION - NONPRECEDENTIAL]","2018-01745;2018-01746;2018-01747","759 F. App'x 934","Nonprecedential","No","","Affirmed-in-part","IPR2016-00800; IPR2016-00801; IPR2016-01609; IPR2016-01610; IPR2016-01611; IPR2016-01612; IPR2016-01613"
26103,"2019-03-28","POLYGROUP LIMITED MCO V. WILLIS ELECTRIC COMPANY, LTD. [ORDER GRANTING PANEL REHEARING - NONPRECEDENTIAL]","2018-01745;2018-01746;2018-01747","","Nonprecedential","No","","",""
26104,"2019-03-28","GOOGLE LLC V. LEE [OPINION - NONPRECEDENTIAL]","2017-02228","759 F. App'x 998","Nonprecedential","No","","Affirmed","IPR2016-00045"
26105,"2019-03-28","GOOGLE LLC V. LEE [OPINION - NONPRECEDENTIAL]","2017-02227;2017-02272","759 F. App'x 992","Nonprecedential","No","","Affirmed-in-part","IPR2016-00022"
26109,"2019-03-27","COLAS SOLUTIONS, INC. V. BLACKLIDGE EMULSIONS, INC. [OPINION - NONPRECEDENTIAL]","2018-01358;2018-01359","759 F. App'x 986","Nonprecedential","No","","Affirmed","IPR2016-01031; IPR2016-01032"
26113,"2019-03-26","ARTIC CAT INC. V. GEP POWER PRODUCTS, INC. [OPINION - PRECEDENTIAL]","2018-01520;2018-01521","919 F.3d 1320","Nonprecedential","No","","Affirmed-in-part","IPR2016-1385; IPR2016-01388"
26114,"2019-03-22","IN RE: CONRAD [OPINION - NONPRECEDENTIAL]","2018-01659","759 F. App'x 982","Nonprecedential","No","","Affirmed","13/554,193"
26115,"2019-03-21","PAICE LLC V. IANCU [RULE 36 JUDGMENT]","2018-01385","757 F. App'x 1014","Nonprecedential","No","","Affirmed","IPR2014-00875"
26122,"2019-03-15","PERFORMANCE PRICING HOLDINGS V. GOOGLE LLC [RULE 36 JUDGMENT]","2018-01189;2018-01191","757 F. App'x 1013","Nonprecedential","No","","Affirmed","CBM2016-00049; CBM2016-00050"
26123,"2019-03-15","ARTIC CAT INC. V. POLARIS INDUSTRIES, INC. [RULE 36 JUDGMENT]","2018-01996","757 F. App'x 1012","Nonprecedential","No","","Affirmed","IPR2016-01917"
26124,"2019-03-15","ARTIC CAT INC. V. POLARIS INDUSTRIES, INC. [RULE 36 JUDGMENT]","2018-01850","757 F. App'x 1010","Nonprecedential","No","","Affirmed","IPR2016-01713"
26134,"2019-03-12","IN RE: LILLENESS [RULE 36 JUDGMENT]","2018-01714","756 F. App'x 995","Nonprecedential","No","","Affirmed","13/801,307"
26135,"2019-03-12","VEDANTI LICENSING LIMITED V. GOOGLE LLC [RULE 36 JUDGMENT]","2017-02169","756 F. App'x 994","Nonprecedential","No","","Affirmed","IPR2016-00212; IPR2016-00215"
26137,"2019-03-11","IN RE: QAPSULE TECHNOLOGIES, INC. [OPINION - NONPRECEDENTIAL]","2018-01772","759 F. App'x 975","Nonprecedential","No","","Affirmed","13/882,773"
26139,"2019-03-08","INVUE SECURITY PRODUCTS INC. V. MOBILE TECH, INC. [RULE 36 JUDGMENT]","2018-01597","756 F. App'x 992","Nonprecedential","No","","Affirmed","IPR2016-01241"
26140,"2019-03-08","INVUE SECURITY PRODUCTS INC. V. MOBILE TECH, INC. [RULE 36 JUDGMENT]","2018-01236;2018-01238;2018-01239;2018-01304","756 F. App'x 992","Nonprecedential","No","","Affirmed","IPR2016-00892; 2016-00896; 2016-00898; 2016-00899"
26141,"2019-03-08","INVUE SECURITY PRODUCTS INC. V. MOBILE TECH, INC. [RULE 36 JUDGMENT]","2018-01889;2018-01898","756 F. App'x 993","Nonprecedential","No","","Affirmed","IPR2016-00895"
26142,"2019-03-08","PERSONAL WEB TECHNOLOGIES, LLC V. APPLE, INC. [OPINION - PRECEDENTIAL]","2018-01599","917 F.3d 1376","Precedential","No","","Reversed","IPR2013-00596"
26143,"2019-03-07","IGNITE USA, LLC V. PACIFIC MARKET INTERNATION [RULE 36 JUDGMENT]","2018-01793","755 F. App'x 1017","Nonprecedential","No","","Affirmed","IPR2016-01584"
26144,"2019-03-07","IN RE: NOBLE SYSTEMS CORPORATION [RULE 36 JUDGMENT]","2018-01847","755 F. App'x 1017","Nonprecedential","No","","Affirmed","14/798,815"
26146,"2019-03-06","XACTWARE SOLUTIONS, INC. V. EAGLE VIEW TECHNOLOGIES, INC. [OPINION - NONPRECEDENTIAL]","2018-01053;2018-01055;2018-01056;2018-01110","755 F. App'x 1015","Nonprecedential","No","","Affirmed","IPR2016-00589; IPR2016-00590; IPR2016-00591; IPR2016-00592"
26187,"2019-04-17","PURDUE PHARMA L.P. v. IANCU [OPINION - NONPRECEDENTIAL] a","2018-01710;2018-01711","767 F. App'x 918","Nonprecedential","No","","Affirmed","IPR2016-01412; IPR2016-01413"
26190,"2019-04-18","TRADING TECHNOLOGIES INT'L v. IBG LLC [OPINION - PRECEDENTIAL]","2017-02257;2017-02621;2018-01063","921 F.3d 1084","Precedential","No","","Affirmed","CBM2015-00179; CBM2016-00051; CBM2016-00032"
26194,"2019-04-19","HOLOGIC, INC. v. MINERVA SURGICAL, INC. [OPINION - NONPRECEDENTIAL]","2018-01550","764 F. App'x 873","Nonprecedential","No","","Affirmed","IPR2016-00868"
26195,"2019-04-19","ROSETTA-WIRELESS CORPORATION v. SAMSUNG ELECTRONIC CO., LTD [OPINION - NONPRECEDENTIAL]","2018-01322;2018-01324","764 F. App'x 881","Nonprecedential","No","","Affirmed","IPR2016-00616; IPR2016-00622"
26206,"2019-04-26","NEPTUNE GENERICS, LLC v. ELI LILLY & COMPANY [OPINION - PRECEDENTIAL]","2018-01257;2018-01258;2018-01288;2018-01290","921 F.3d 1372","Precedential","No","","Affirmed","IPR2016-00237; IPR2016-00240; IPR2016-01190; IPR2016-01191; IPR2016-01335; IPR2016-01337; IPR2016-01341; IPR2016-01343"
26207,"2019-04-29","IN RE: MORINVILLE [OPINION - NONPRECEDENTIAL]","2018-01895","767 F. App'x 964","Nonprecedential","No","","Affirmed","11/003,557"
26209,"2019-04-29","POLYCOM, INC. v. FULLVIEW, INC. [OPINION - NONPRECEDENTIAL]","2018-01829","767 F. App'x 970","Nonprecedential","No","","Affirmed","95/001,876"
26210,"2019-04-30","TRADING TECHNOLOGIES INTL v. IBG LLC [OPINION - PRECEDENTIAL]","2017-02323","921 F.3d 1378","Precedential","No","","Affirmed","CBM2015-00172; CBM2016-00040"
26214,"2019-05-01","IN RE: COHEN [OPINION - NONPRECEDENTIAL]","2018-01609","767 F. App'x 985","Nonprecedential","No","","Affirmed","12/471,557"
26226,"2019-05-09","ENGINEERED CORROSION SOLUTIONS v. SOUTH-TEK SYSTEMS, LLC [RULE 36 JUDGMENT]","2018-01685","767 F. App'x 995","Nonprecedential","No","","Affirmed","IPR2016-01351"
26228,"2019-05-09","TQ DELTA, LLC v. CISCO SYSTEMS, INC. [RULE 36 JUDGMENT]","2018-01719;2018-01929;2018-01930;2018-01931","767 F. App'x 996","Nonprecedential","No","","Affirmed","IPR2016-01006; IPR2017-00251; IPR2017-00420; IPR2016-01008; IPR2017-00253; IPR2017-00419; IPR2016-01007; IPR2017-00422; IPR2016-01009"
26230,"2019-05-09","ARCH DEVELOPMENT CORP. v. OSI PHARMACEUTICALS, LLC [RULE 36 JUDGMENT]","2018-01485","767 F. App'x 991","Nonprecedential","No","","Affirmed","IPR2016-01034"
26233,"2019-05-09","IP CO., LLC. v. EMERSON ELECTRIC CO. [RULE 36 JUDGMENT]","2018-01636","767 F. App'x 997","Nonprecedential","No","","Affirmed","IPR2016-01602"
26234,"2019-05-09","IN RE: WARK [RULE 36 JUDGMENT]","2018-01901","767 F. App'x 997","Nonprecedential","No","","Affirmed","14/556,359"
26238,"2019-05-13","AVX CORPORATION v. PRESIDIO COMPONENTS, INC. [OPINION - PRECEDENTIAL]","2018-01106","923 F.3d 1357","Precedential","No","","Dismissed","IPR2016-00636"
26240,"2019-05-13","BRADIUM TECHNOLOGIES LLC v. IANCU [OPINION - PRECEDENTIAL]","2017-02579;2017-02580","923 F.3d 1032","Precedential","No","","Affirmed","IPR2016-00448; IPR2016-00449"
26243,"2019-05-13","IN RE: ROSEN [RULE 36 JUDGMENT]","2018-01944","767 F. App'x 999","Nonprecedential","No","","Affirmed","13/382,977"
26244,"2019-05-14","CREATIVE SPARK, LLC v. KINGSFORD PRODUCTS COMPANY [RULE 36 JUDGMENT]","2018-01957","767 F. App'x 1002","Nonprecedential","No","","Affirmed","IPR2016-01831"
26249,"2019-05-15","BAKER HUGHES OILFIELD v. PACKERS PLUS ENERGY SERVICES [RULE 36 JUDGMENT]","2018-01501","767 F. App'x 1003","Nonprecedential","No","","Affirmed","IPR2016-01100"
26251,"2019-05-15","IN RE: UNIVERSITY OF NORTH CAROLINA [RULE 36 JUDGMENT]","2018-02013","767 F. App'x 1003","Nonprecedential","No","","Affirmed","13/750,107"
26255,"2019-05-17","SURF WAVES, LTD. v. PACIFIC SURF DESIGNS, INC. [RULE 36 JUDGMENT]","2018-01680","767 F. App'x 1005","Nonprecedential","No","","Affirmed","IPR2016-01454"
26257,"2019-05-17","IN RE: INFINITY HEADWEAR & APPAREL [RULE 36 JUDGMENT]","2018-01998","767 F. App'x 1004","Nonprecedential","No","","Affirmed","90/013,508"
26261,"2019-05-21","TRADING TECHNOLOGIES INT'L v. IBG LLC [OPINION - NONPRECEDENTIAL]","2018-01105;2018-01302;2018-01438;2018-01443","767 F. App'x 1006","Nonprecedential","No","","Affirmed","CBM2016-00009; CBM2016-00054; CBM2016-00087; CBM2016-00086"
26263,"2019-05-22","IN RE: TAYLOR [OPINION - NONPRECEDENTIAL]","2018-01958","771 F. App'x 1005","Nonprecedential","No","","Affirmed","14/096,000"
26264,"2019-05-22","SONY CORPORATION v. IANCU [OPINION - PRECEDENTIAL]","2018-01172","924 F.3d 1235","Precedential","No","","Vacated","IPR2016-00834"
26266,"2019-05-23","PAPST LICENSING GMBH & CO. KG v. SAMSUNG ELECTRONICS AMERICA [OPINION - PRECEDENTIAL]","2018-01777","924 F.3d 1243","Precedential","No","","Affirmed","IPR2016-01733"
26271,"2019-05-23","PAPST LICENSING GMBH & CO. KG v. APPLE INC. [OPINION - NONPRECEDENTIAL]","2018-01987;2018-01988;2018-01989","767 F. App'x 1011","Nonprecedential","No","","Affirmed-in-part","IPR2016-01839; IPR2016-01864; IPR2017-00714; IPR2017-01808"
26272,"2019-05-23","WIRELESS PROTOCOL INNOVATIONS v. TCT MOBILE, INC. [OPINION - NONPRECEDENTIAL]","2018-01836;2018-01837;2018-01838;2018-01840","771 F. App'x 1012","Nonprecedential","No","","Affirmed-in-part","IPR2016-01494; IPR2016-01704; IPR2016-01861; IPR2016-01865"
26286,"2019-06-06","IPCOM GMBH & CO. v. HTC CORPORATION [RULE 36 JUDGMENT]","2018-01349","771 F. App'x 479","Nonprecedential","No","","Affirmed","95/001,192"
26290,"2019-06-06","RAPID COMPLETIONS LLC v. WEATHERFORD INTERNATIONAL LLC [RULE 36 JUDGMENT]","2018-01859;2018-01860;2018-01861","771 F. App'x 478","Nonprecedential","No","","Affirmed","IPR2016-01509; IPR2016-01514; IPR2016-01517"
26292,"2019-06-07","ONESUBSEA IP UK LIMITED v. FMC TECHNOLOGIES, INC. [RULE 36 JUDGMENT]","2017-02437;2017-02442;2017-02443;2017-02444;2018-01107","771 F. App'x 482","Nonprecedential","No","","Affirmed","IPR2016-00328; IPR2016-00378; IPR2016-00467; IPR2016-00495; IPR2016-00907"
26293,"2019-06-07","FLAMM v. SAMSUNG ELECTRONICS CO., LTD. [RULE 36 JUDGMENT]","2018-01832","771 F. App'x 482","Nonprecedential","No","","Affirmed","IPR2016-01512"
26298,"2019-06-10","SIPCO, LLC v. EMERSON ELECTRIC CO. [RULE 36 JUDGMENT]","2018-01986","771 F. App'x 483","Nonprecedential","No","","Affirmed","IPR2017-00001"
26299,"2019-06-10","IN RE: GREENSTEIN [OPINION - NONPRECEDENTIAL]","2019-01117","774 Fed.Appx. 661","Nonprecedential","No","","Affirmed","12/851,021"
26301,"2019-06-10","PACKERS PLUS ENERGY SERVICES v. BAKER HUGHES OILFIELD [OPINION - NONPRECEDENTIAL]","2018-01490","773 F. App'x 1083","Nonprecedential","No","","Affirmed-in-part","IPR2016-01099"
26309,"2019-06-12","SAMSUNG ELECTRONICS CO., LTD. v. ELM 3DS INNOVATIONS, LLC [OPINION - PRECEDENTIAL]","2017-02474;2017-02475;2017-02476;2017-02478;2017-02479;2017-02480;2017-02482;2017-02483;2018-01050;2018-01079;2018-01080;2018-01081;2018-01082","925 F.3d 1373","Precedential","No","","Affirmed","IPR2016-00386; IPR2016-00387; IPR2016-00388; IPR2016-00390; IPR2016-00391; IPR2016-00393; IPR2016-00394; IPR2016-00395; IPR2016-00687; IPR2016-00691; IPR2016-00708; IPR2016-00770; IPR2016-00786"
26310,"2019-06-12","DR. FALK PHARMA GMBH v. GENERICO, LLC [OPINION - NONPRECEDENTIAL]","2017-02312","774 F. App'x 665","Nonprecedential","No","","Affirmed-in-part",""
26311,"2019-06-13","IN RE: GITLIN [OPINION - NONPRECEDENTIAL]","2018-01461","775 F. App'x 689","Nonprecedential","No","","Affirmed","12/766,889"
26312,"2019-06-13","POWER INTEGRATIONS, INC. v. SEMICONDUCTOR COMPONENTS [OPINION - PRECEDENTIAL]","2018-01607","926 F.3d 1306","Precedential","No","","Vacated","IPR2016-00809"
26313,"2019-06-13","POWER INTEGRATIONS, INC. v. SEMICONDUCTOR COMPONENTS [OPINION - NONPRECEDENTIAL]","2018-01602;2018-01741","771 F. App'x 487","Nonprecedential","No","","Vacated","IPR2016-00995; IPR2016-01597"
26314,"2019-06-13","POWER INTEGRATIONS, INC. v. SEMICONDUCTOR COMPONENTS [OPINION - NONPRECEDENTIAL]","2018-01705","771 F. App'x 488","Nonprecedential","No","","Vacated","IPR2016-01589"
